2020-03-14 16:31:44.232638,14.03.2020-16:35,14.03.2020-16:00,14.03.2020,03/2020,2020
2020-03-15 10:37:30.130307,15.03.2020-10:39,15.03.2020-10:00,15.03.2020,03/2020,2020
2020-03-15 10:50:04.946448,15.03.2020-11:05,15.03.2020-11:00,15.03.2020,03/2020,2020
2020-03-15 17:53:52.461399,15.03.2020-18:01,15.03.2020-18:00,15.03.2020,03/2020,2020
2020-03-15 19:02:16.525574,15.03.2020-19:11,15.03.2020-19:00,15.03.2020,03/2020,2020
